Product,Zip Code,Price,Location,Area Type,Category
AirPods,46237,179.99,"Indianapolis, IN",Urban,Electronics
AirPods,49855,179.99,"Marquette, MI",Rural,Electronics
AirPods,48374,179.99,"Novi, MI",Suburban,Electronics
AirPods,48507,179.99,"Flint, MI",Urban,Electronics
AirPods,44870,179.99,"Sandusky, OH",Rural,Electronics
AirPods,45236,179.99,"Deer Park, OH",Suburban,Electronics
AirPods,45249,179.99,"Cincinnatti, OH",Urban,Electronics
AirPods,54235,179.99,"Sturgeon Bay, WI",Rural,Electronics
AirPods,53085,179.99,"Sheboygan Falls, WI",Suburban,Electronics
AirPods,53207,179.99,"Miluakee, WI",Urban,Electronics
Cotton Swabs,61401,3.39,"Galesburg, IL",Rural,Toiletries
Cotton Swabs,60014,3.39,"Crystal Lake, IL",Suburban,Toiletries
Cotton Swabs,60610,3.39,"Chicago, IL",Urban,Toiletries
Cotton Swabs,47401,3.39,"Bloomington, IN",Rural,Toiletries
Cotton Swabs,46383,3.39,"Valparasio, IN",Suburban,Toiletries
Cotton Swabs,46237,3.39,"Indianapolis, IN",Urban,Toiletries
Cotton Swabs,49855,3.39,"Marquette, MI",Rural,Toiletries
Cotton Swabs,48374,3.39,"Novi, MI",Suburban,Toiletries
Cotton Swabs,48507,3.39,"Flint, MI",Urban,Toiletries
Cotton Swabs,44870,3.39,"Sandusky, OH",Rural,Toiletries
Cotton Swabs,45236,3.39,"Deer Park, OH",Suburban,Toiletries
Cotton Swabs,45249,3.39,"Cincinnatti, OH",Urban,Toiletries
Cotton Swabs,54235,3.39,"Sturgeon Bay, WI",Rural,Toiletries
Cotton Swabs,53085,3.39,"Sheboygan Falls, WI",Suburban,Toiletries
Cotton Swabs,53207,3.39,"Miluakee, WI",Urban,Toiletries
Diapers,61401,44.99,"Galesburg, IL",Rural,Baby Care
Diapers,60014,44.99,"Crystal Lake, IL",Suburban,Baby Care
Diapers,60610,44.99,"Chicago, IL",Urban,Baby Care
Diapers,47401,44.99,"Bloomington, IN",Rural,Baby Care
Diapers,46383,44.99,"Valparasio, IN",Suburban,Baby Care
Diapers,46237,44.99,"Indianapolis, IN",Urban,Baby Care
Diapers,49855,44.99,"Marquette, MI",Rural,Baby Care
Diapers,48374,44.99,"Novi, MI",Suburban,Baby Care
Diapers,48507,44.99,"Flint, MI",Urban,Baby Care
Diapers,44870,44.99,"Sandusky, OH",Rural,Baby Care
Diapers,45236,44.99,"Deer Park, OH",Suburban,Baby Care
Diapers,45249,44.99,"Cincinnatti, OH",Urban,Baby Care
Diapers,54235,44.99,"Sturgeon Bay, WI",Rural,Baby Care
Diapers,53085,44.99,"Sheboygan Falls, WI",Suburban,Baby Care
Diapers,53207,44.99,"Miluakee, WI",Urban,Baby Care
T-Shirt,61401,9.6,"Galesburg, IL",Rural,Clothing
T-Shirt,60014,9.6,"Crystal Lake, IL",Suburban,Clothing
T-Shirt,60610,9.6,"Chicago, IL",Urban,Clothing
T-Shirt,47401,9.6,"Bloomington, IN",Rural,Clothing
T-Shirt,46383,9.6,"Valparasio, IN",Suburban,Clothing
T-Shirt,46237,9.6,"Indianapolis, IN",Urban,Clothing
T-Shirt,49855,9.6,"Marquette, MI",Rural,Clothing
T-Shirt,48374,9.6,"Novi, MI",Suburban,Clothing
T-Shirt,48507,9.6,"Flint, MI",Urban,Clothing
T-Shirt,44870,9.6,"Sandusky, OH",Rural,Clothing
T-Shirt,45236,9.6,"Deer Park, OH",Suburban,Clothing
T-Shirt,45249,9.6,"Cincinnatti, OH",Urban,Clothing
T-Shirt,54235,9.6,"Sturgeon Bay, WI",Rural,Clothing
T-Shirt,53085,9.6,"Sheboygan Falls, WI",Suburban,Clothing
T-Shirt,53207,9.6,"Miluakee, WI",Urban,Clothing
Eggs,61401,3.99,"Galesburg, IL",Rural,Food
Eggs,60014,4.49,"Crystal Lake, IL",Suburban,Food
Eggs,60610,3.99,"Chicago, IL",Urban,Food
Eggs,47401,4.49,"Bloomington, IN",Rural,Food
Eggs,46383,4.49,"Valparasio, IN",Suburban,Food
Eggs,46237,3.99,"Indianapolis, IN",Urban,Food
Eggs,49855,3.99,"Marquette, MI",Rural,Food
Eggs,48374,3.99,"Novi, MI",Suburban,Food
Eggs,48507,3.99,"Flint, MI",Urban,Food
Eggs,44870,4.49,"Sandusky, OH",Rural,Food
Eggs,45236,4.49,"Deer Park, OH",Suburban,Food
Eggs,45249,4.49,"Cincinnatti, OH",Urban,Food
Eggs,54235,3.99,"Sturgeon Bay, WI",Rural,Food
Eggs,53085,3.99,"Sheboygan Falls, WI",Suburban,Food
Eggs,53207,4.49,"Miluakee, WI",Urban,Food
Shampoo,61401,9.99,"Galesburg, IL",Rural,Toiletries
Shampoo,60014,9.99,"Crystal Lake, IL",Suburban,Toiletries
Shampoo,60610,9.99,"Chicago, IL",Urban,Toiletries
Shampoo,47401,9.99,"Bloomington, IN",Rural,Toiletries
Shampoo,46383,9.99,"Valparasio, IN",Suburban,Toiletries
Shampoo,46237,9.99,"Indianapolis, IN",Urban,Toiletries
Shampoo,49855,9.99,"Marquette, MI",Rural,Toiletries
Shampoo,48374,9.99,"Novi, MI",Suburban,Toiletries
Shampoo,48507,9.99,"Flint, MI",Urban,Toiletries
Shampoo,44870,9.99,"Sandusky, OH",Rural,Toiletries
Shampoo,45236,9.99,"Deer Park, OH",Suburban,Toiletries
Shampoo,45249,9.99,"Cincinnatti, OH",Urban,Toiletries
Shampoo,54235,9.99,"Sturgeon Bay, WI",Rural,Toiletries
Shampoo,53085,9.99,"Sheboygan Falls, WI",Suburban,Toiletries
Shampoo,53207,9.99,"Miluakee, WI",Urban,Toiletries
Milk,61401,2.89,"Galesburg, IL",Rural,Food
Milk,60014,2.79,"Crystal Lake, IL",Suburban,Food
Milk,60610,2.89,"Chicago, IL",Urban,Food
Milk,47401,2.79,"Bloomington, IN",Rural,Food
Milk,46383,2.59,"Valparasio, IN",Suburban,Food
Milk,46237,2.69,"Indianapolis, IN",Urban,Food
Milk,49855,3.79,"Marquette, MI",Rural,Food
Milk,48374,2.69,"Novi, MI",Suburban,Food
Milk,48507,2.69,"Flint, MI",Urban,Food
Milk,44870,2.89,"Sandusky, OH",Rural,Food
Milk,45236,2.69,"Deer Park, OH",Suburban,Food
Milk,45249,2.69,"Cincinnatti, OH",Urban,Food
Milk,54235,3.49,"Sturgeon Bay, WI",Rural,Food
Milk,53085,3.49,"Sheboygan Falls, WI",Suburban,Food
Milk,53207,3.49,"Miluakee, WI",Urban,Food
