Product,Zip Code,Price,Location,Area Type,Category
Cotton Swabs,72903,3.39,"Fort Smith, AR",Rural,Toiletries
Cotton Swabs,72032,3.39,"Conway, AR",Suburban,Toiletries
Cotton Swabs,72703,3.39,"Fayetteville, AR",Urban,Toiletries
Cotton Swabs,71301,3.39,"Alexandria, LA",Rural,Toiletries
Cotton Swabs,71111,3.39,"Bossier City, LA",Suburban,Toiletries
Cotton Swabs,70816,3.39,"Baton Rouge, LA",Urban,Toiletries
Cotton Swabs,74055,3.39,"Owasso, OK",Rural,Toiletries
Cotton Swabs,73034,3.39,"Edmond, OK",Suburban,Toiletries
Cotton Swabs,74133,3.39,"Tulsa, OK",Urban,Toiletries
Cotton Swabs,77840,3.39,"College Station, TX",Rural,Toiletries
Cotton Swabs,79707,3.39,"Midland, TX",Suburban,Toiletries
Cotton Swabs,78717,3.39,"Austin, TX",Urban,Toiletries
Diapers,72903,44.99,"Fort Smith, AR",Rural,Baby Care
Diapers,72903,44.99,"Fort Smith, AR",Rural,Baby Care
Diapers,72032,44.99,"Conway, AR",Suburban,Baby Care
Diapers,72703,44.99,"Fayetteville, AR",Urban,Baby Care
Diapers,71301,44.99,"Alexandria, LA",Rural,Baby Care
Diapers,71111,44.99,"Bossier City, LA",Suburban,Baby Care
Diapers,70816,44.99,"Baton Rouge, LA",Urban,Baby Care
Diapers,74055,44.99,"Owasso, OK",Rural,Baby Care
Diapers,73034,44.99,"Edmond, OK",Suburban,Baby Care
Diapers,74133,44.99,"Tulsa, OK",Urban,Baby Care
Diapers,77840,44.99,"College Station, TX",Rural,Baby Care
Diapers,79707,44.99,"Midland, TX",Suburban,Baby Care
Diapers,78717,44.99,"Austin, TX",Urban,Baby Care
T-Shirt,72903,9.6,"Fort Smith, AR",Rural,Clothing
T-Shirt,72903,9.6,"Fort Smith, AR",Rural,Clothing
T-Shirt,72032,9.6,"Conway, AR",Suburban,Clothing
T-Shirt,72703,9.6,"Fayetteville, AR",Urban,Clothing
T-Shirt,71301,9.6,"Alexandria, LA",Rural,Clothing
T-Shirt,71111,9.6,"Bossier City, LA",Suburban,Clothing
T-Shirt,70816,9.6,"Baton Rouge, LA",Urban,Clothing
T-Shirt,74055,9.6,"Owasso, OK",Rural,Clothing
T-Shirt,73034,9.6,"Edmond, OK",Suburban,Clothing
T-Shirt,74133,9.6,"Tulsa, OK",Urban,Clothing
T-Shirt,77840,9.6,"College Station, TX",Rural,Clothing
T-Shirt,79707,9.6,"Midland, TX",Suburban,Clothing
T-Shirt,78717,9.6,"Austin, TX",Urban,Clothing
Eggs,72903,4.99,"Fort Smith, AR",Rural,Food
Eggs,72903,4.99,"Fort Smith, AR",Rural,Food
Eggs,72032,4.99,"Conway, AR",Suburban,Food
Eggs,72703,4.99,"Fayetteville, AR",Urban,Food
Eggs,71301,4.99,"Alexandria, LA",Rural,Food
Eggs,71111,4.99,"Bossier City, LA",Suburban,Food
Eggs,70816,4.99,"Baton Rouge, LA",Urban,Food
Eggs,74055,4.99,"Owasso, OK",Rural,Food
Eggs,73034,4.99,"Edmond, OK",Suburban,Food
Eggs,74133,4.99,"Tulsa, OK",Urban,Food
Eggs,77840,3.99,"College Station, TX",Rural,Food
Eggs,79707,3.99,"Midland, TX",Suburban,Food
Eggs,78717,3.99,"Austin, TX",Urban,Food
Shampoo,72903,9.99,"Fort Smith, AR",Rural,Toiletries
Shampoo,72903,9.99,"Fort Smith, AR",Rural,Toiletries
Shampoo,72032,9.99,"Conway, AR",Suburban,Toiletries
Shampoo,72703,9.99,"Fayetteville, AR",Urban,Toiletries
Shampoo,71301,9.99,"Alexandria, LA",Rural,Toiletries
Shampoo,71111,9.99,"Bossier City, LA",Suburban,Toiletries
Shampoo,70816,9.99,"Baton Rouge, LA",Urban,Toiletries
Shampoo,74055,9.99,"Owasso, OK",Rural,Toiletries
Shampoo,73034,9.99,"Edmond, OK",Suburban,Toiletries
Shampoo,74133,9.99,"Tulsa, OK",Urban,Toiletries
Shampoo,77840,9.99,"College Station, TX",Rural,Toiletries
Shampoo,79707,9.99,"Midland, TX",Suburban,Toiletries
Shampoo,78717,9.99,"Austin, TX",Urban,Toiletries
Milk,72903,4.69,"Fort Smith, AR",Rural,Food
Milk,72903,3.49,"Fort Smith, AR",Rural,Food
Milk,72032,4.19,"Conway, AR",Suburban,Food
Milk,72703,3.49,"Fayetteville, AR",Urban,Food
Milk,71301,4.49,"Alexandria, LA",Rural,Food
Milk,71111,4.49,"Bossier City, LA",Suburban,Food
Milk,70816,4.59,"Baton Rouge, LA",Urban,Food
Milk,74055,3.39,"Owasso, OK",Rural,Food
Milk,73034,3.39,"Edmond, OK",Suburban,Food
Milk,74133,3.39,"Tulsa, OK",Urban,Food
Milk,77840,2.59,"College Station, TX",Rural,Food
Milk,79707,3.39,"Midland, TX",Suburban,Food
Milk,78717,2.69,"Austin, TX",Urban,Food
