Product,Zip Code,Price,Location,Area Type,Category
Eggs,96734,2.19,"Kailua, HI",Suburban,Food
Eggs,98614,4.49,"Chinook, WA",Urban,Food
Eggs,98626,4.49,"Keslo, WA",Rural,Food
Eggs,97303,4.49,"Salem, OR",Suburban,Food
Eggs,97217,4.49,"Portland, OR",Urban,Food
Eggs,98233,1.99,"Burlington, WA",Rural,Food
Eggs,98901,1.99,"Yakima, WA",Suburban,Food
Eggs,98101,1.99,"Seattle, WA",Urban,Food
Shampoo,99654,9.99,"Wasilla, AK",Suburban,Toiletries
Shampoo,99654,9.99,"Wasilla, AK",Suburban,Toiletries
Shampoo,99515,9.99,"Anchorage, AK",Urban,Toiletries
Shampoo,95330,9.99,"Lathrop, CA",Rural,Toiletries
Shampoo,91730,9.99,"Rancho Cucamonga, CA",Suburban,Toiletries
Shampoo,90065,9.99,"Los Angeles, CA",Urban,Toiletries
Shampoo,96740,9.99,"Kailua Kona, HI",Rural,Toiletries
Shampoo,96734,9.99,"Kailua, HI",Suburban,Toiletries
Shampoo,98614,9.99,"Chinook, WA",Urban,Toiletries
Shampoo,98626,9.99,"Keslo, WA",Rural,Toiletries
Shampoo,97303,9.99,"Salem, OR",Suburban,Toiletries
Shampoo,97217,9.99,"Portland, OR",Urban,Toiletries
Shampoo,98233,9.99,"Burlington, WA",Rural,Toiletries
Shampoo,98901,9.99,"Yakima, WA",Suburban,Toiletries
Shampoo,98101,10.59,"Seattle, WA",Urban,Toiletries
Milk,99654,4.69,"Wasilla, AK",Suburban,Food
Milk,99654,3.89,"Wasilla, AK",Suburban,Food
Milk,99515,3.89,"Anchorage, AK",Urban,Food
Milk,95330,4.69,"Lathrop, CA",Rural,Food
Milk,91730,3.99,"Rancho Cucamonga, CA",Suburban,Food
Milk,90065,3.99,"Los Angeles, CA",Urban,Food
Milk,96740,5.99,"Kailua Kona, HI",Rural,Food
Milk,96734,5.99,"Kailua, HI",Suburban,Food
Milk,98614,3.69,"Chinook, WA",Urban,Food
Milk,98626,3.69,"Keslo, WA",Rural,Food
Milk,97303,4.19,"Salem, OR",Suburban,Food
Milk,97217,4.19,"Portland, OR",Urban,Food
Milk,98233,3.49,"Burlington, WA",Rural,Food
Milk,98901,3.59,"Yakima, WA",Suburban,Food
Milk,98101,3.69,"Seattle, WA",Urban,Food
